Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-name-communications-json,2,1,0
Cross.list-simple-name-communications-xml,2,1,0
Cross.list-simple-name-compartmentdefinitions,2,0,0
Cross.list-simple-name-compartmentdefinitions-json,2,0,0
Cross.list-simple-name-compartmentdefinitions-xml,2,2,0
Cross.list-simple-name-compositions,2,2,0
Cross.list-simple-name-compositions-json,2,2,0
Cross.list-simple-name-compositions-xml,2,3,0
Cross.list-simple-name-conceptmaps,2,0,0
Cross.list-simple-name-conceptmaps-json,2,0,0
Cross.list-simple-name-conceptmaps-xml,2,2,0
Cross.list-simple-name-conditiondefinitions,2,0,0
Cross.list-simple-name-conditiondefinitions-json,2,1,0
Cross.list-simple-name-conditiondefinitions-xml,2,2,0
Cross.list-simple-name-conditions,2,0,0
Cross.list-simple-name-conditions-json,2,2,0
Cross.list-simple-name-conditions-xml,2,2,0
Cross.list-simple-name-consents,2,0,0
Cross.list-simple-name-consents-json,2,0,0
Cross.list-simple-name-consents-xml,2,2,0
Cross.list-simple-name-contracts,2,0,0
Cross.list-simple-name-contracts-json,2,1,0
Cross.list-simple-name-contracts-xml,2,2,0
Cross.list-simple-name-coverageeligibilityrequests,2,0,0
Cross.list-simple-name-coverageeligibilityrequests-json,2,1,0
Cross.list-simple-name-coverageeligibilityrequests-xml,2,2,0
Cross.list-simple-name-coverageeligibilityresponses,2,1,0
Cross.list-simple-name-coverageeligibilityresponses-json,2,1,0
Cross.list-simple-name-coverageeligibilityresponses-xml,2,2,0
Cross.list-simple-name-coverages,2,1,0
Cross.list-simple-name-coverages-json,2,1,0
Cross.list-simple-name-coverages-xml,2,2,0
Cross.list-simple-name-detectedissues,2,1,0
Cross.list-simple-name-detectedissues-json,2,1,0
Cross.list-simple-name-detectedissues-xml,2,3,0
Cross.list-simple-name-deviceassociations,2,1,0
Cross.list-simple-name-deviceassociations-json,2,1,0
Cross.list-simple-name-deviceassociations-xml,2,2,0
Cross.list-simple-name-devicedefinitions,2,0,0
Cross.list-simple-name-devicedefinitions-json,2,1,0
Cross.list-simple-name-devicedefinitions-xml,2,2,0
Cross.list-simple-name-devicedispenses,2,0,0
Cross.list-simple-name-devicedispenses-json,2,2,0
Cross.list-simple-name-devicedispenses-xml,2,2,0
Cross.list-simple-name-devicemetrics,2,2,0
Cross.list-simple-name-devicemetrics-json,2,2,0
Cross.list-simple-name-devicemetrics-xml,2,2,0
Cross.list-simple-name-devicerequests,2,0,0
Cross.list-simple-name-devicerequests-json,2,1,0
Cross.list-simple-name-devicerequests-xml,2,2,0
Cross.list-simple-name-devices,2,0,0
Cross.list-simple-name-devices-json,2,2,0
Cross.list-simple-name-devices-xml,2,2,0
Cross.list-simple-name-deviceusages,2,0,0
Cross.list-simple-name-deviceusages-json,2,1,0
Cross.list-simple-name-deviceusages-xml,2,2,0
Cross.list-simple-name-diagnosticreports,2,0,0
Cross.list-simple-name-diagnosticreports-json,2,2,0
Cross.list-simple-name-diagnosticreports-xml,2,2,0
Cross.list-simple-name-documentreferences,2,0,0
Cross.list-simple-name-documentreferences-json,2,1,0
Cross.list-simple-name-documentreferences-xml,2,2,0
Cross.list-simple-name-domainresources,2,0,0
Cross.list-simple-name-domainresources-json,2,1,0
Cross.list-simple-name-domainresources-xml,2,2,0
Cross.list-simple-name-encounterhistories,2,0,0
Cross.list-simple-name-encounterhistories-json,2,0,0
Cross.list-simple-name-encounterhistories-xml,2,2,0
Cross.list-simple-name-encounters,2,1,0
Cross.list-simple-name-encounters-json,2,1,0
Cross.list-simple-name-encounters-xml,2,2,0
Cross.list-simple-name-endpoints,2,1,0
Cross.list-simple-name-endpoints-json,2,1,0
Cross.list-simple-name-endpoints-xml,2,1,0
Cross.list-simple-name-enrollmentrequests,2,0,0
Cross.list-simple-name-enrollmentrequests-json,2,1,0
Cross.list-simple-name-enrollmentrequests-xml,2,2,0
Cross.list-simple-name-enrollmentresponses,2,2,0
Cross.list-simple-name-enrollmentresponses-json,2,2,0
Cross.list-simple-name-enrollmentresponses-xml,2,2,0
Cross.list-simple-name-episodeofcares,2,0,0
Cross.list-simple-name-episodeofcares-json,2,0,0
Cross.list-simple-name-episodeofcares-xml,2,2,0
Cross.list-simple-name-eventdefinitions,2,1,0
Cross.list-simple-name-eventdefinitions-json,2,2,0
Cross.list-simple-name-eventdefinitions-xml,2,3,0
Cross.list-simple-name-evidencereports,2,0,0
Cross.list-simple-name-evidencereports-json,2,1,0
Cross.list-simple-name-evidencereports-xml,2,2,0
Cross.list-simple-name-evidences,2,2,0
Cross.list-simple-name-evidences-json,2,2,0
Cross.list-simple-name-evidences-xml,2,2,0
Cross.list-simple-name-evidencevariables,2,0,0
Cross.list-simple-name-evidencevariables-json,2,1,0
Cross.list-simple-name-evidencevariables-xml,2,2,0
Cross.list-simple-name-examplescenarios,2,0,0
Cross.list-simple-name-examplescenarios-json,2,0,0
Cross.list-simple-name-examplescenarios-xml,2,2,0
Cross.list-simple-name-explanationofbenefits,2,1,0
Cross.list-simple-name-explanationofbenefits-json,2,1,0
Cross.list-simple-name-explanationofbenefits-xml,2,2,0
Cross.list-simple-name-familymemberhistories,2,0,0
Cross.list-simple-name-familymemberhistories-json,2,0,0
Cross.list-simple-name-familymemberhistories-xml,2,1,0
Cross.list-simple-name-flags,2,0,0
Cross.list-simple-name-flags-json,2,1,0
Cross.list-simple-name-flags-xml,2,2,0
Cross.list-simple-name-formularyitems,2,1,0
Cross.list-simple-name-formularyitems-json,2,2,0
Cross.list-simple-name-formularyitems-xml,2,3,0
Cross.list-simple-name-genomicstudies,2,1,0
Cross.list-simple-name-genomicstudies-json,2,1,0
Cross.list-simple-name-genomicstudies-xml,2,2,0
Cross.list-simple-name-goals,2,0,0
Cross.list-simple-name-goals-json,2,2,0
Cross.list-simple-name-goals-xml,2,2,0
Cross.list-simple-name-graphdefinitions,2,0,0
Cross.list-simple-name-graphdefinitions-json,2,1,0
Cross.list-simple-name-graphdefinitions-xml,2,2,0
Cross.list-simple-name-groups,2,1,0
Cross.list-simple-name-groups-json,2,1,0
Cross.list-simple-name-groups-xml,2,2,0
Cross.list-simple-name-guidanceresponses,2,0,0
Cross.list-simple-name-guidanceresponses-json,2,2,0
Cross.list-simple-name-guidanceresponses-xml,2,2,0
Cross.list-simple-name-healthcareservices,2,0,0
Cross.list-simple-name-healthcareservices-json,2,1,0
Cross.list-simple-name-healthcareservices-xml,2,2,0
Cross.list-simple-name-imagingselections,2,1,0
Cross.list-simple-name-imagingselections-json,2,2,0
Cross.list-simple-name-imagingselections-xml,2,2,0
Cross.list-simple-name-imagingstudies,2,0,0
Cross.list-simple-name-imagingstudies-json,2,1,0
Cross.list-simple-name-imagingstudies-xml,2,1,0
Cross.list-simple-name-immunizationevaluations,2,1,0
Cross.list-simple-name-immunizationevaluations-json,2,1,0
Cross.list-simple-name-immunizationevaluations-xml,2,2,0
Cross.list-simple-name-immunizationrecommendations,2,1,0
Cross.list-simple-name-immunizationrecommendations-json,2,2,0
Cross.list-simple-name-immunizationrecommendations-xml,2,2,0
Cross.list-simple-name-immunizations,2,0,0
Cross.list-simple-name-immunizations-json,2,1,0
Cross.list-simple-name-immunizations-xml,2,2,0
Cross.list-simple-name-implementationguides,2,0,118
Cross.list-simple-name-implementationguides-json,2,1,128
Cross.list-simple-name-implementationguides-xml,2,2,126
Cross.list-simple-name-ingredients,2,0,0
Cross.list-simple-name-ingredients-json,2,1,0
Cross.list-simple-name-ingredients-xml,2,2,0
Cross.list-simple-name-insuranceplans,2,0,0
Cross.list-simple-name-insuranceplans-json,2,0,0
Cross.list-simple-name-insuranceplans-xml,2,1,0
Cross.list-simple-name-inventoryitems,2,0,0
Cross.list-simple-name-inventoryitems-json,2,1,0
Cross.list-simple-name-inventoryitems-xml,2,2,0
Cross.list-simple-name-inventoryreports,2,0,0
Cross.list-simple-name-inventoryreports-json,2,1,0
Cross.list-simple-name-inventoryreports-xml,2,1,0
Cross.list-simple-name-invoices,2,0,0
Cross.list-simple-name-invoices-json,2,0,0
Cross.list-simple-name-invoices-xml,2,0,0
Cross.list-simple-name-libraries,2,0,0
Cross.list-simple-name-libraries-json,2,2,0
Cross.list-simple-name-libraries-xml,2,2,0
Cross.list-simple-name-linkages,2,0,0
Cross.list-simple-name-linkages-json,2,0,0
Cross.list-simple-name-linkages-xml,2,2,0
Cross.list-simple-name-lists,2,2,0
Cross.list-simple-name-lists-json,2,2,0
Cross.list-simple-name-lists-xml,2,3,0
Cross.list-simple-name-locations,2,1,0
Cross.list-simple-name-locations-json,2,2,0
Cross.list-simple-name-locations-xml,2,2,0
Cross.list-simple-name-manufactureditemdefinitions,2,0,0
Cross.list-simple-name-manufactureditemdefinitions-json,2,1,0
Cross.list-simple-name-manufactureditemdefinitions-xml,2,2,0
Cross.list-simple-name-measurereports,2,0,0
Cross.list-simple-name-measurereports-json,2,1,0
Cross.list-simple-name-measurereports-xml,2,2,0
Cross.list-simple-name-measures,2,0,0
Cross.list-simple-name-measures-json,2,0,0
Cross.list-simple-name-measures-xml,2,2,0
Cross.list-simple-name-medicationadministrations,2,0,0
Cross.list-simple-name-medicationadministrations-json,2,1,0
Cross.list-simple-name-medicationadministrations-xml,2,2,0
Cross.list-simple-name-medicationdispenses,2,1,0
Cross.list-simple-name-medicationdispenses-json,2,1,0
Cross.list-simple-name-medicationdispenses-xml,2,2,0
Cross.list-simple-name-medicationknowledges,2,1,0
Cross.list-simple-name-medicationknowledges-json,2,1,0
Cross.list-simple-name-medicationknowledges-xml,2,2,0
Cross.list-simple-name-medicationrequests,2,0,0
Cross.list-simple-name-medicationrequests-json,2,1,0
Cross.list-simple-name-medicationrequests-xml,2,2,0
Cross.list-simple-name-medications,2,0,0
Cross.list-simple-name-medications-json,2,1,0
Cross.list-simple-name-medications-xml,2,2,0
Cross.list-simple-name-medicationstatements,2,0,0
Cross.list-simple-name-medicationstatements-json,2,1,0
Cross.list-simple-name-medicationstatements-xml,2,2,0
Cross.list-simple-name-medicinalproductdefinitions,2,0,0
Cross.list-simple-name-medicinalproductdefinitions-json,2,0,0
Cross.list-simple-name-medicinalproductdefinitions-xml,2,1,0
Cross.list-simple-name-messagedefinitions,2,0,0
Cross.list-simple-name-messagedefinitions-json,2,0,0
Cross.list-simple-name-messagedefinitions-xml,2,2,0
Cross.list-simple-name-messageheaders,2,0,0
Cross.list-simple-name-messageheaders-json,2,1,0
Cross.list-simple-name-messageheaders-xml,2,2,0
Cross.list-simple-name-metadataresources,2,2,0
Cross.list-simple-name-metadataresources-json,2,2,0
Cross.list-simple-name-metadataresources-xml,2,2,0
Cross.list-simple-name-molecularsequences,2,0,0
Cross.list-simple-name-molecularsequences-json,2,1,0
Cross.list-simple-name-molecularsequences-xml,2,2,0
Cross.list-simple-name-namingsystems,2,0,0
Cross.list-simple-name-namingsystems-json,2,0,0
Cross.list-simple-name-namingsystems-xml,2,2,0
Cross.list-simple-name-nutritionintakes,2,0,0
Cross.list-simple-name-nutritionintakes-json,2,1,0
Cross.list-simple-name-nutritionintakes-xml,2,2,0
Cross.list-simple-name-nutritionorders,2,0,0
Cross.list-simple-name-nutritionorders-json,2,2,0
Cross.list-simple-name-nutritionorders-xml,2,2,0
Cross.list-simple-name-nutritionproducts,2,0,0
Cross.list-simple-name-nutritionproducts-json,2,0,0
Cross.list-simple-name-nutritionproducts-xml,2,1,0
Cross.list-simple-name-observationdefinitions,2,1,0
Cross.list-simple-name-observationdefinitions-json,2,1,0
Cross.list-simple-name-observationdefinitions-xml,2,1,0
Cross.list-simple-name-observations,2,0,0
Cross.list-simple-name-observations-json,2,0,0
Cross.list-simple-name-observations-xml,2,1,0
Cross.list-simple-name-operationdefinitions,2,1,0
Cross.list-simple-name-operationdefinitions-json,2,2,0
Cross.list-simple-name-operationdefinitions-xml,2,3,0
Cross.list-simple-name-operationoutcomes,2,0,0
Cross.list-simple-name-operationoutcomes-json,2,1,0
Cross.list-simple-name-operationoutcomes-xml,2,2,0
Cross.list-simple-name-organizationaffiliations,2,1,0
Cross.list-simple-name-organizationaffiliations-json,2,1,0
Cross.list-simple-name-organizationaffiliations-xml,2,2,0
Cross.list-simple-name-organizations,2,0,0
Cross.list-simple-name-organizations-json,2,1,0
Cross.list-simple-name-organizations-xml,2,1,0
Cross.list-simple-name-packagedproductdefinitions,2,0,0
Cross.list-simple-name-packagedproductdefinitions-json,2,0,0
Cross.list-simple-name-packagedproductdefinitions-xml,2,2,0
Cross.list-simple-name-parameters,2,0,0
Cross.list-simple-name-parameters-json,2,0,0
Cross.list-simple-name-parameters-xml,2,1,0
Cross.list-simple-name-patients,2,0,0
Cross.list-simple-name-patients-json,2,0,0
Cross.list-simple-name-patients-xml,2,2,0
Cross.list-simple-name-paymentnotices,2,0,0
Cross.list-simple-name-paymentnotices-json,2,1,0
Cross.list-simple-name-paymentnotices-xml,2,2,0
Cross.list-simple-name-paymentreconciliations,2,0,0
Cross.list-simple-name-paymentreconciliations-json,2,1,0
Cross.list-simple-name-paymentreconciliations-xml,2,2,0
Cross.list-simple-name-people,2,1,0
Cross.list-simple-name-people-json,2,2,0
Cross.list-simple-name-people-xml,2,2,0
Cross.list-simple-name-permissions,2,1,0
Cross.list-simple-name-permissions-json,2,2,0
Cross.list-simple-name-permissions-xml,2,2,0
Cross.list-simple-name-plandefinitions,2,0,0
Cross.list-simple-name-plandefinitions-json,2,0,0
Cross.list-simple-name-plandefinitions-xml,2,2,0
Cross.list-simple-name-practitionerroles,2,0,0
Cross.list-simple-name-practitionerroles-json,2,0,0
Cross.list-simple-name-practitionerroles-xml,2,2,0
Cross.list-simple-name-practitioners,2,0,0
Cross.list-simple-name-practitioners-json,2,0,0
Cross.list-simple-name-practitioners-xml,2,1,0
Cross.list-simple-name-procedures,2,0,0
Cross.list-simple-name-procedures-json,2,1,0
Cross.list-simple-name-procedures-xml,2,2,0
Cross.list-simple-name-provenances,2,0,0
Cross.list-simple-name-provenances-json,2,0,0
Cross.list-simple-name-provenances-xml,2,1,0
Cross.list-simple-name-questionnaireresponses,2,0,0
Cross.list-simple-name-questionnaireresponses-json,2,0,0
Cross.list-simple-name-questionnaireresponses-xml,2,2,0
Cross.list-simple-name-questionnaires,2,0,0
Cross.list-simple-name-questionnaires-json,2,0,0
Cross.list-simple-name-questionnaires-xml,2,2,0
Cross.list-simple-name-regulatedauthorizations,2,0,0
Cross.list-simple-name-regulatedauthorizations-json,2,1,0
Cross.list-simple-name-regulatedauthorizations-xml,2,2,0
Cross.list-simple-name-relatedpeople,2,0,0
Cross.list-simple-name-relatedpeople-json,2,2,0
Cross.list-simple-name-relatedpeople-xml,2,2,0
Cross.list-simple-name-requestorchestrations,2,1,0
Cross.list-simple-name-requestorchestrations-json,2,2,0
Cross.list-simple-name-requestorchestrations-xml,2,2,0
Cross.list-simple-name-requirements,2,0,0
Cross.list-simple-name-requirements-json,2,1,0
Cross.list-simple-name-requirements-xml,2,2,0
Cross.list-simple-name-researchstudies,2,0,0
Cross.list-simple-name-researchstudies-json,2,0,0
Cross.list-simple-name-researchstudies-xml,2,2,0
Cross.list-simple-name-researchsubjects,2,0,0
Cross.list-simple-name-researchsubjects-json,2,1,0
Cross.list-simple-name-researchsubjects-xml,2,2,0
Cross.list-simple-name-resources,2,0,0
Cross.list-simple-name-resources-json,2,1,0
Cross.list-simple-name-resources-xml,2,2,0
Cross.list-simple-name-riskassessments,2,0,0
Cross.list-simple-name-riskassessments-json,2,1,0
Cross.list-simple-name-riskassessments-xml,2,2,0
Cross.list-simple-name-schedules,2,0,0
Cross.list-simple-name-schedules-json,2,1,0
Cross.list-simple-name-schedules-xml,2,2,0
Cross.list-simple-name-searchparameters,2,0,0
Cross.list-simple-name-searchparameters-json,2,2,0
Cross.list-simple-name-searchparameters-xml,2,2,0
Cross.list-simple-name-servicerequests,2,0,0
Cross.list-simple-name-servicerequests-json,2,1,0
Cross.list-simple-name-servicerequests-xml,2,2,0
Cross.list-simple-name-slots,2,0,0
Cross.list-simple-name-slots-json,2,1,0
Cross.list-simple-name-slots-xml,2,2,0
Cross.list-simple-name-specimen,2,1,0
Cross.list-simple-name-specimen-json,2,1,0
Cross.list-simple-name-specimen-xml,2,2,0
Cross.list-simple-name-specimendefinitions,2,0,0
Cross.list-simple-name-specimendefinitions-json,2,1,0
Cross.list-simple-name-specimendefinitions-xml,2,2,0
Cross.list-simple-name-structuredefinitions,2,22,43020
Cross.list-simple-name-structuredefinitions-json,2,25,45010
Cross.list-simple-name-structuredefinitions-xml,2,28,44612
Cross.list-simple-name-structuremaps,2,0,0
Cross.list-simple-name-structuremaps-json,2,2,0
Cross.list-simple-name-structuremaps-xml,2,2,0
Cross.list-simple-name-subscriptions,2,1,0
Cross.list-simple-name-subscriptions-json,2,1,0
Cross.list-simple-name-subscriptions-xml,2,2,0
Cross.list-simple-name-subscriptionstatuses,2,0,0
Cross.list-simple-name-subscriptionstatuses-json,2,1,0
Cross.list-simple-name-subscriptionstatuses-xml,2,2,0
Cross.list-simple-name-subscriptiontopics,2,0,0
Cross.list-simple-name-subscriptiontopics-json,2,1,0
Cross.list-simple-name-subscriptiontopics-xml,2,2,0
Cross.list-simple-name-substancedefinitions,2,0,0
Cross.list-simple-name-substancedefinitions-json,2,2,0
Cross.list-simple-name-substancedefinitions-xml,2,2,0
Cross.list-simple-name-substancenucleicacids,2,0,0
Cross.list-simple-name-substancenucleicacids-json,2,1,0
Cross.list-simple-name-substancenucleicacids-xml,2,2,0
Cross.list-simple-name-substancepolymers,2,0,0
Cross.list-simple-name-substancepolymers-json,2,0,0
Cross.list-simple-name-substancepolymers-xml,2,2,0
Cross.list-simple-name-substanceproteins,2,1,0
Cross.list-simple-name-substanceproteins-json,2,2,0
Cross.list-simple-name-substanceproteins-xml,2,3,0
Cross.list-simple-name-substancereferenceinformations,2,1,0
Cross.list-simple-name-substancereferenceinformations-json,2,1,0
Cross.list-simple-name-substancereferenceinformations-xml,2,1,0
Cross.list-simple-name-substances,2,0,0
Cross.list-simple-name-substances-json,2,1,0
Cross.list-simple-name-substances-xml,2,2,0
Cross.list-simple-name-substancesourcematerials,2,2,0
Cross.list-simple-name-substancesourcematerials-json,2,2,0
Cross.list-simple-name-substancesourcematerials-xml,2,2,0
Cross.list-simple-name-supplydeliveries,2,0,0
Cross.list-simple-name-supplydeliveries-json,2,0,0
Cross.list-simple-name-supplydeliveries-xml,2,2,0
Cross.list-simple-name-supplyrequests,2,1,0
Cross.list-simple-name-supplyrequests-json,2,2,0
Cross.list-simple-name-supplyrequests-xml,2,2,0
Cross.list-simple-name-tasks,2,0,0
Cross.list-simple-name-tasks-json,2,0,0
Cross.list-simple-name-tasks-xml,2,2,0
Cross.list-simple-name-terminologycapabilities,2,1,0
Cross.list-simple-name-terminologycapabilities-json,2,1,0
Cross.list-simple-name-terminologycapabilities-xml,2,2,0
Cross.list-simple-name-testplans,2,1,0
Cross.list-simple-name-testplans-json,2,1,0
Cross.list-simple-name-testplans-xml,2,2,0
Cross.list-simple-name-testreports,2,0,0
Cross.list-simple-name-testreports-json,2,1,0
Cross.list-simple-name-testreports-xml,2,1,0
Cross.list-simple-name-testscripts,2,1,0
Cross.list-simple-name-testscripts-json,2,1,0
Cross.list-simple-name-testscripts-xml,2,2,0
Cross.list-simple-name-transports,2,1,0
Cross.list-simple-name-transports-json,2,2,0
Cross.list-simple-name-transports-xml,2,2,0
Cross.list-simple-name-valuesets,2,1,1066
Cross.list-simple-name-valuesets-json,2,2,1116
Cross.list-simple-name-valuesets-xml,2,2,1106
Cross.list-simple-name-verificationresults,2,0,0
Cross.list-simple-name-verificationresults-json,2,1,0
Cross.list-simple-name-verificationresults-xml,2,2,0
Cross.list-simple-name-visionprescriptions,2,0,0
Cross.list-simple-name-visionprescriptions-json,2,0,0
Cross.list-simple-name-visionprescriptions-xml,2,2,0
Cross.list-simple-namingsystems,2,1,0
Cross.list-simple-namingsystems-json,2,2,0
Cross.list-simple-namingsystems-xml,2,2,0
Cross.list-simple-nutritionintakes,2,0,0
Cross.list-simple-nutritionintakes-json,2,1,0
Cross.list-simple-nutritionintakes-xml,2,2,0
Cross.list-simple-nutritionorders,2,0,0
Cross.list-simple-nutritionorders-json,2,1,0
Cross.list-simple-nutritionorders-xml,2,3,0
Cross.list-simple-nutritionproducts,2,0,0
Cross.list-simple-nutritionproducts-json,2,1,0
Cross.list-simple-nutritionproducts-xml,2,2,0
Cross.list-simple-observationdefinitions,2,0,0
Cross.list-simple-observationdefinitions-json,2,2,0
Cross.list-simple-observationdefinitions-xml,2,2,0
Cross.list-simple-observations,2,1,0
Cross.list-simple-observations-json,2,2,0
Cross.list-simple-observations-xml,2,2,0
Cross.list-simple-operationdefinitions,2,0,0
Cross.list-simple-operationdefinitions-json,2,1,0
Cross.list-simple-operationdefinitions-xml,2,2,0
Cross.list-simple-operationoutcomes,2,1,0
Cross.list-simple-operationoutcomes-json,2,1,0
Cross.list-simple-operationoutcomes-xml,2,3,0
Cross.list-simple-organizationaffiliations,2,0,0
Cross.list-simple-organizationaffiliations-json,2,0,0
Cross.list-simple-organizationaffiliations-xml,2,1,0
Cross.list-simple-organizations,2,0,0
Cross.list-simple-organizations-json,2,1,0
Cross.list-simple-organizations-xml,2,2,0
Cross.list-simple-packagedproductdefinitions,2,1,0
Cross.list-simple-packagedproductdefinitions-json,2,1,0
Cross.list-simple-packagedproductdefinitions-xml,2,2,0
Cross.list-simple-parameters,2,1,0
Cross.list-simple-parameters-json,2,1,0
Cross.list-simple-parameters-xml,2,2,0
Cross.list-simple-patients,2,0,0
Cross.list-simple-patients-json,2,1,0
Cross.list-simple-patients-xml,2,2,0
Cross.list-simple-paymentnotices,2,0,0
Cross.list-simple-paymentnotices-json,2,0,0
Cross.list-simple-paymentnotices-xml,2,2,0
Cross.list-simple-paymentreconciliations,2,1,0
Cross.list-simple-paymentreconciliations-json,2,1,0
Cross.list-simple-paymentreconciliations-xml,2,2,0
Cross.list-simple-people,2,1,0
Cross.list-simple-people-json,2,2,0
Cross.list-simple-people-xml,2,2,0
Cross.list-simple-permissions,2,0,0
Cross.list-simple-permissions-json,2,1,0
Cross.list-simple-permissions-xml,2,2,0
Cross.list-simple-plandefinitions,2,0,0
Cross.list-simple-plandefinitions-json,2,2,0
Cross.list-simple-plandefinitions-xml,2,2,0
Cross.list-simple-practitionerroles,2,0,0
Cross.list-simple-practitionerroles-json,2,0,0
Cross.list-simple-practitionerroles-xml,2,0,0
Cross.list-simple-practitioners,2,2,0
Cross.list-simple-practitioners-json,2,2,0
Cross.list-simple-practitioners-xml,2,2,0
Cross.list-simple-procedures,2,1,0
Cross.list-simple-procedures-json,2,2,0
Cross.list-simple-procedures-xml,2,3,0
Cross.list-simple-provenances,2,0,0
Cross.list-simple-provenances-json,2,2,0
Cross.list-simple-provenances-xml,2,2,0
Cross.list-simple-questionnaireresponses,2,0,0
Cross.list-simple-questionnaireresponses-json,2,1,0
Cross.list-simple-questionnaireresponses-xml,2,1,0
Cross.list-simple-questionnaires,2,0,0
Cross.list-simple-questionnaires-json,2,1,0
Cross.list-simple-questionnaires-xml,2,2,0
Cross.list-simple-regulatedauthorizations,2,0,0
Cross.list-simple-regulatedauthorizations-json,2,1,0
Cross.list-simple-regulatedauthorizations-xml,2,2,0
Cross.list-simple-relatedpeople,2,0,0
Cross.list-simple-relatedpeople-json,2,1,0
Cross.list-simple-relatedpeople-xml,2,2,0
Cross.list-simple-requestorchestrations,2,0,0
Cross.list-simple-requestorchestrations-json,2,2,0
Cross.list-simple-requestorchestrations-xml,2,2,0
Cross.list-simple-requirements,2,0,0
Cross.list-simple-requirements-json,2,0,0
Cross.list-simple-requirements-xml,2,2,0
Cross.list-simple-researchstudies,2,1,0
Cross.list-simple-researchstudies-json,2,2,0
Cross.list-simple-researchstudies-xml,2,2,0
Cross.list-simple-researchsubjects,2,0,0
Cross.list-simple-researchsubjects-json,2,0,0
Cross.list-simple-researchsubjects-xml,2,2,0
Cross.list-simple-resources,2,0,0
Cross.list-simple-resources-json,2,1,0
Cross.list-simple-resources-xml,2,2,0
Cross.list-simple-riskassessments,2,1,0
Cross.list-simple-riskassessments-json,2,2,0
Cross.list-simple-riskassessments-xml,2,2,0
Cross.list-simple-schedules,2,0,0
Cross.list-simple-schedules-json,2,2,0
Cross.list-simple-schedules-xml,2,2,0
Cross.list-simple-searchparameters,2,0,0
Cross.list-simple-searchparameters-json,2,0,0
Cross.list-simple-searchparameters-xml,2,1,0
Cross.list-simple-servicerequests,2,0,0
Cross.list-simple-servicerequests-json,2,0,0
Cross.list-simple-servicerequests-xml,2,1,0
Cross.list-simple-slots,2,0,0
Cross.list-simple-slots-json,2,1,0
Cross.list-simple-slots-xml,2,2,0
Cross.list-simple-specimen,2,0,0
Cross.list-simple-specimen-json,2,2,0
Cross.list-simple-specimen-xml,2,2,0
Cross.list-simple-specimendefinitions,2,1,0
Cross.list-simple-specimendefinitions-json,2,2,0
Cross.list-simple-specimendefinitions-xml,2,2,0
Cross.list-simple-structuredefinitions,2,27,43020
Cross.list-simple-structuredefinitions-json,2,31,45010
Cross.list-simple-structuredefinitions-xml,2,34,44612
Cross.list-simple-structuremaps,2,0,0
Cross.list-simple-structuremaps-json,2,1,0
Cross.list-simple-structuremaps-xml,2,2,0
Cross.list-simple-subscriptions,2,0,0
Cross.list-simple-subscriptions-json,2,2,0
Cross.list-simple-subscriptions-xml,2,2,0
Cross.list-simple-subscriptionstatuses,2,0,0
Cross.list-simple-subscriptionstatuses-json,2,2,0
Cross.list-simple-subscriptionstatuses-xml,2,2,0
Cross.list-simple-subscriptiontopics,2,0,0
Cross.list-simple-subscriptiontopics-json,2,0,0
Cross.list-simple-subscriptiontopics-xml,2,2,0
Cross.list-simple-substancedefinitions,2,0,0
Cross.list-simple-substancedefinitions-json,2,0,0
Cross.list-simple-substancedefinitions-xml,2,2,0
Cross.list-simple-substancenucleicacids,2,1,0
Cross.list-simple-substancenucleicacids-json,2,1,0
Cross.list-simple-substancenucleicacids-xml,2,2,0
Cross.list-simple-substancepolymers,2,1,0
Cross.list-simple-substancepolymers-json,2,2,0
Cross.list-simple-substancepolymers-xml,2,2,0
Cross.list-simple-substanceproteins,2,0,0
Cross.list-simple-substanceproteins-json,2,1,0
Cross.list-simple-substanceproteins-xml,2,2,0
Cross.list-simple-substancereferenceinformations,2,1,0
Cross.list-simple-substancereferenceinformations-json,2,2,0
Cross.list-simple-substancereferenceinformations-xml,2,2,0
Cross.list-simple-substances,2,0,0
Cross.list-simple-substances-json,2,0,0
Cross.list-simple-substances-xml,2,1,0
Cross.list-simple-substancesourcematerials,2,0,0
Cross.list-simple-substancesourcematerials-json,2,1,0
Cross.list-simple-substancesourcematerials-xml,2,2,0
Cross.list-simple-supplydeliveries,2,1,0
Cross.list-simple-supplydeliveries-json,2,2,0
Cross.list-simple-supplydeliveries-xml,2,2,0
Cross.list-simple-supplyrequests,2,0,0
Cross.list-simple-supplyrequests-json,2,1,0
Cross.list-simple-supplyrequests-xml,2,2,0
Cross.list-simple-tasks,2,0,0
Cross.list-simple-tasks-json,2,1,0
Cross.list-simple-tasks-xml,2,2,0
Cross.list-simple-terminologycapabilities,2,1,0
Cross.list-simple-terminologycapabilities-json,2,2,0
Cross.list-simple-terminologycapabilities-xml,2,2,0
Cross.list-simple-testplans,2,0,0
Cross.list-simple-testplans-json,2,0,0
Cross.list-simple-testplans-xml,2,2,0
Cross.list-simple-testreports,2,0,0
Cross.list-simple-testreports-json,2,1,0
Cross.list-simple-testreports-xml,2,2,0
Cross.list-simple-testscripts,2,0,0
Cross.list-simple-testscripts-json,2,0,0
Cross.list-simple-testscripts-xml,2,2,0
Cross.list-simple-transports,2,1,0
Cross.list-simple-transports-json,2,2,0
